file_path,file_name,size_gb,size_bytes,modified_time,drive
L:\202212\20221206\2022.12.06-11.51.45-Rec-.cmtr,2022.12.06-11.51.45-Rec-.cmtr,5.21,5597828744,2022-12-17 14:26:39,L:
Q:\20240514_Rd\2024.05.14-12.53.34-Rec-.cmtr,2024.05.14-12.53.34-Rec-.cmtr,5.21,5596036656,2024-05-19 01:00:44,Q:
M:\20231012_Ben_antagonist\2023.10.12-10.29.04-Rec-.cmtr,2023.10.12-10.29.04-Rec-.cmtr,5.2,5584113868,2023-10-14 00:53:11,M:
M:\20231012_Ben_antagonist\2023.10.12-12.30.05-Rec-.cmtr,2023.10.12-12.30.05-Rec-.cmtr,5.19,5576835684,2023-10-13 08:23:38,M:
L:\202212\20221206\2022.12.06-12.41.54-Rec-.cmtr,2022.12.06-12.41.54-Rec-.cmtr,5.19,5574485288,2022-12-18 06:16:28,L:
L:\20230905_Rd\2023.09.05-15.08.34-Rec-.cmtr,2023.09.05-15.08.34-Rec-.cmtr,5.19,5572283464,2023-09-11 02:40:36,L:
L:\20230412_WT\2023.04.12-15.17.21-Rec-.cmtr,2023.04.12-15.17.21-Rec-.cmtr,5.19,5570479576,2023-05-18 22:17:33,L:
M:\20240123_protocol_test\2024.01.23-13.05.32-Rec-.cmtr,2024.01.23-13.05.32-Rec-.cmtr,5.19,5568049844,2024-01-24 19:05:26,M:
Q:\20230526_REST\2023.05.26-14.54.05-Rec-.cmtr,2023.05.26-14.54.05-Rec-.cmtr,5.18,5562132756,2023-05-27 08:53:30,Q:
M:\20240123_protocol_test\2024.01.23-13.16.02-Rec-.cmtr,2024.01.23-13.16.02-Rec-.cmtr,5.18,5561985364,2024-01-25 12:52:54,M:
L:\20230621_FAD\2023.06.21-11.39.18-Rec-.cmtr,2023.06.21-11.39.18-Rec-.cmtr,5.17,5550874392,2023-07-01 23:45:39,L:
Q:\20230523_NIH_singleKO\2023.05.23-13.17.20-Rec-.cmtr,2023.05.23-13.17.20-Rec-.cmtr,5.16,5539495156,2023-05-26 05:54:40,Q:
Q:\20230607_NIH_tripleKO\2023.06.07-10.30.18-Rec-.cmtr,2023.06.07-10.30.18-Rec-.cmtr,5.14,5514206320,2023-06-11 13:50:44,Q:
O:\20250401_Rd_2\2025.04.01-15.53.48-Rec-.cmtr,2025.04.01-15.53.48-Rec-.cmtr,5.13,5512195712,2025-04-18 12:45:40,O:
L:\20230913_Ben_SB_CP\Antagnist SB\2023.09.12-16.26.55-Rec-.cmtr,2023.09.12-16.26.55-Rec-.cmtr,5.13,5510824916,2023-09-14 02:15:50,L:
R:\20250108_Rd\2025.01.08-12.52.44-Rec-.cmtr,2025.01.08-12.52.44-Rec-.cmtr,5.13,5508773008,2025-01-09 03:02:02,R:
M:\20240216_protocol_test\2024.02.16-10.31.41-Rec-.cmtr,2024.02.16-10.31.41-Rec-.cmtr,5.13,5503189264,2024-02-17 11:48:34,M:
L:\20230412_WT\2023.04.12-15.50.13-Rec-.cmtr,2023.04.12-15.50.13-Rec-.cmtr,5.11,5488126712,2023-05-11 15:52:57,L:
P:\20251112_gaba\before_gaba\2025.11.12-09.23.25-Rec-.cmtr,2025.11.12-09.23.25-Rec-.cmtr,5.11,5487050436,2025-11-17 07:56:22,P:
M:\20231101_Rd\2023.11.01-10.01.55-Rec-.cmtr,2023.11.01-10.01.55-Rec-.cmtr,5.09,5469494592,2023-11-06 19:31:00,M:
M:\20240228_protocol_test\2024.02.28-13.50.36-Rec-.cmtr,2024.02.28-13.50.36-Rec-.cmtr,5.09,5466964700,2024-02-29 22:11:52,M:
R:\20250129_Rd\steps_bluelight\2025.01.29-12.47.30-Rec-.cmtr,2025.01.29-12.47.30-Rec-.cmtr,5.09,5462535884,2025-02-06 15:36:02,R:
P:\20251016_low_glucose\2025.10.16-11.39.22-Rec-.cmtr,2025.10.16-11.39.22-Rec-.cmtr,5.08,5457452220,2025-10-20 05:06:27,P:
M:\20231101_Rd\2023.11.01-09.27.57-Rec-.cmtr,2023.11.01-09.27.57-Rec-.cmtr,5.08,5457163556,2023-11-06 04:48:50,M:
Q:\20240514_Rd\2024.05.14-11.52.45-Rec-.cmtr,2024.05.14-11.52.45-Rec-.cmtr,5.08,5454905052,2024-05-16 17:20:30,Q:
R:\20250227_Rd\2025.02.27-14.34.21-Rec-.cmtr,2025.02.27-14.34.21-Rec-.cmtr,5.08,5450597580,2025-03-05 15:41:42,R:
P:\20251002_HttrB_antagonist\2025.10.02-13.03.31-Rec-.cmtr,2025.10.02-13.03.31-Rec-.cmtr,5.07,5440231036,2025-11-04 12:57:21,P:
L:\20230412_WT\2023.04.12-12.29.19-Rec-.cmtr,2023.04.12-12.29.19-Rec-.cmtr,5.06,5436810700,2023-04-19 00:14:15,L:
L:\20230821_NIH_tripleKO\2023.08.21-11.25.57-Rec-.cmtr,2023.08.21-11.25.57-Rec-.cmtr,5.05,5421755752,2023-08-27 22:39:00,L:
O:\20250401_Rd\2025.04.01-13.09.37-Rec-.cmtr,2025.04.01-13.09.37-Rec-.cmtr,5.04,5410342244,2025-04-14 14:11:54,O:
R:\20250319_Fu\2025.03.19-11.56.30-Rec-.cmtr,2025.03.19-11.56.30-Rec-.cmtr,5.02,5388719792,2025-04-20 21:49:16,R:
L:\20230616_NIH_SingleKO\2023.06.16-09.46.58-Rec-.cmtr,2023.06.16-09.46.58-Rec-.cmtr,5.01,5382469064,2023-06-17 00:59:25,L:
M:\20231010_NMDA\2023.10.10-10.58.55-Rec-.cmtr,2023.10.10-10.58.55-Rec-.cmtr,5.01,5377558776,2023-10-11 00:44:41,M:
L:\20230412_WT\2023.04.12-15.44.23-Rec-.cmtr,2023.04.12-15.44.23-Rec-.cmtr,5.01,5374269140,2023-05-11 10:27:00,L:
M:\20230502_Rd\2023.05.02-12.02.41-Rec-.cmtr,2023.05.02-12.02.41-Rec-.cmtr,5.0,5369326160,2023-05-04 10:11:11,M:
M:\20231012_Ben_antagonist\2023.10.12-12.20.04-Rec-.cmtr,2023.10.12-12.20.04-Rec-.cmtr,5.0,5367349872,2023-10-13 04:03:18,M:
M:\20231012_Ben_antagonist\2023.10.12-11.30.06-Rec-.cmtr,2023.10.12-11.30.06-Rec-.cmtr,4.98,5347597112,2023-10-14 22:02:22,M:
Q:\20230523_NIH_singleKO\2023.05.23-11.29.07-Rec-.cmtr,2023.05.23-11.29.07-Rec-.cmtr,4.98,5342715876,2023-05-26 08:11:04,Q:
O:\20250516_Jason\2025.05.16-09.53.09-Rec-.cmtr,2025.05.16-09.53.09-Rec-.cmtr,4.97,5339490312,2025-05-16 21:50:38,O:
L:\20230915_NMDA\2023.09.15-11.56.29-Rec-.cmtr,2023.09.15-11.56.29-Rec-.cmtr,4.96,5330399548,2023-09-19 06:25:28,L:
Q:\20240408\2024.04.08-13.11.33-Rec-.cmtr,2024.04.08-13.11.33-Rec-.cmtr,4.96,5320746184,2024-04-10 07:35:56,Q:
M:\20231212_WT_AAV_opn4\2023.12.12-10.38.28-Rec-.cmtr,2023.12.12-10.38.28-Rec-.cmtr,4.95,5318881292,2023-12-13 09:35:33,M:
Q:\20230607_NIH_tripleKO\2023.06.07-10.21.29-Rec-.cmtr,2023.06.07-10.21.29-Rec-.cmtr,4.95,5315895488,2023-06-09 10:13:22,Q:
P:\JHU2022\JHU_data\2022.12.22-16.57.55-Rec-.cmtr,2022.12.22-16.57.55-Rec-.cmtr,4.95,5314531188,2023-03-22 06:01:16,P:
L:\20230905_Rd\2023.09.05-13.49.19-Rec-.cmtr,2023.09.05-13.49.19-Rec-.cmtr,4.95,5312291420,2023-09-08 11:40:06,L:
L:\20230621_FAD\2023.06.21-12.33.59-Rec-.cmtr,2023.06.21-12.33.59-Rec-.cmtr,4.93,5294282544,2023-07-02 03:36:15,L:
P:\20251016_low_glucose\2025.10.16-11.19.21-Rec-.cmtr,2025.10.16-11.19.21-Rec-.cmtr,4.92,5286783844,2025-10-20 03:03:55,P:
L:\20230810_Rtdt\2023.08.10-14.31.25-Rec-.cmtr,2023.08.10-14.31.25-Rec-.cmtr,4.92,5282663960,2023-08-23 08:11:38,L:
R:\20250217_wt_greenlight\2025.02.17-11.32.04-Rec-.cmtr,2025.02.17-11.32.04-Rec-.cmtr,4.91,5276451380,2025-04-27 02:30:46,R:
O:\20251001_HttrB_agonist\2025.10.01-09.55.44-Rec-.cmtr,2025.10.01-09.55.44-Rec-.cmtr,4.91,5273254656,2025-10-02 01:33:24,O:
M:\20231101_Rd\2023.11.01-09.36.15-Rec-.cmtr,2023.11.01-09.36.15-Rec-.cmtr,4.91,5269390992,2023-11-06 11:40:40,M:
M:\20240228_protocol_test\2024.02.28-13.50.36-Rec-_0001.cmtr,2024.02.28-13.50.36-Rec-_0001.cmtr,4.91,5267979688,2024-03-03 16:48:29,M:
M:\20230501_Rd\2023.05.01-12.30.07-Rec-.cmtr,2023.05.01-12.30.07-Rec-.cmtr,4.89,5250107548,2023-05-04 00:27:41,M:
M:\20231031_Rd\2023.10.31-12.52.57-Rec-.cmtr,2023.10.31-12.52.57-Rec-.cmtr,4.89,5246995028,2023-11-02 17:16:38,M:
L:\20230906_Rd\2023.09.06-10.54.18-Rec-.cmtr,2023.09.06-10.54.18-Rec-.cmtr,4.88,5244209868,2023-09-08 03:42:28,L:
Q:\20230526_REST\2023.05.26-15.08.08-Rec-.cmtr,2023.05.26-15.08.08-Rec-.cmtr,4.86,5220523356,2023-05-28 02:04:07,Q:
M:\20231031_Rd\2023.10.31-15.33.47-Rec-.cmtr,2023.10.31-15.33.47-Rec-.cmtr,4.85,5212862992,2023-11-05 22:05:56,M:
M:\20231012_Ben_antagonist\2023.10.12-11.20.04-Rec-.cmtr,2023.10.12-11.20.04-Rec-.cmtr,4.83,5190640396,2023-10-14 16:00:27,M:
Q:\20230505_NIH_singleKO\2023.05.05-11.22.06-Rec-.cmtr,2023.05.05-11.22.06-Rec-.cmtr,4.83,5183994388,2023-05-09 02:18:02,Q:
Q:\20240419\2024.04.19-11.57.10-Rec-.cmtr,2024.04.19-11.57.10-Rec-.cmtr,4.82,5179435208,2024-04-23 20:16:12,Q:
Q:\20230526_REST\2023.05.26-15.03.02-Rec-.cmtr,2023.05.26-15.03.02-Rec-.cmtr,4.8,5158656152,2023-05-27 17:22:48,Q:
L:\20230616_NIH_SingleKO\2023.06.16-11.13.59-Rec-.cmtr,2023.06.16-11.13.59-Rec-.cmtr,4.79,5144447340,2023-06-18 16:06:40,L:
P:\20251002_HttrB_antagonist\2025.10.02-11.25.26-Rec-.cmtr,2025.10.02-11.25.26-Rec-.cmtr,4.79,5138121240,2025-10-31 09:59:17,P:
M:\20231101_Rd\2023.11.01-10.14.46-Rec-.cmtr,2023.11.01-10.14.46-Rec-.cmtr,4.77,5126056052,2023-11-02 17:22:58,M:
Q:\20230531_REST_WT\2023.05.31-14.14.38-Rec-.cmtr,2023.05.31-14.14.38-Rec-.cmtr,4.77,5125986876,2023-08-03 06:40:43,Q:
M:\20231031_Rd\2023.10.31-11.25.34-Rec-.cmtr,2023.10.31-11.25.34-Rec-.cmtr,4.76,5107926688,2023-11-01 05:17:38,M:
R:\20250217_JHU\2025.02.17-14.21.47-Rec-.cmtr,2025.02.17-14.21.47-Rec-.cmtr,4.75,5102024852,2025-03-08 08:29:31,R:
M:\JHU2025_data_backup_to_be_deleted\20250217_JHU\2025.02.17-14.21.47-Rec-.cmtr,2025.02.17-14.21.47-Rec-.cmtr,4.75,5102024852,2025-03-08 08:29:31,M:
Q:\20230505_NIH_singleKO\2023.05.05-13.33.35-Rec-.cmtr,2023.05.05-13.33.35-Rec-.cmtr,4.75,5098962656,2023-05-07 16:26:59,Q:
L:\20230616_NIH_SingleKO\2023.06.16-12.44.29-Rec-.cmtr,2023.06.16-12.44.29-Rec-.cmtr,4.72,5066635460,2023-06-20 05:29:58,L:
L:\20230616_NIH_SingleKO\2023.06.16-11.39.38-Rec-.cmtr,2023.06.16-11.39.38-Rec-.cmtr,4.71,5059436204,2023-06-20 02:06:16,L:
P:\20251007_low_glucose_control\2025.10.07-15.54.17-Rec-.cmtr,2025.10.07-15.54.17-Rec-.cmtr,4.71,5057618828,2025-10-10 19:13:28,P:
L:\20230906_Rd\2023.09.06-13.04.40-Rec-.cmtr,2023.09.06-13.04.40-Rec-.cmtr,4.71,5054536384,2023-09-20 10:30:39,L:
L:\20230412_WT\2023.04.12-15.28.09-Rec-.cmtr,2023.04.12-15.28.09-Rec-.cmtr,4.71,5052429092,2023-05-10 17:00:45,L:
R:\20250115_Rd\set8_1\2025.01.15-11.51.15-Rec-.cmtr,2025.01.15-11.51.15-Rec-.cmtr,4.68,5022445896,2025-01-21 21:28:30,R:
R:\20250306\set6\2025.03.06-12.38.11-Rec-.cmtr,2025.03.06-12.38.11-Rec-.cmtr,4.66,5008070000,2025-03-23 21:19:58,R:
L:\202212\20221207\2022.12.07-13.03.56-Rec-.cmtr,2022.12.07-13.03.56-Rec-.cmtr,4.66,5007364544,2023-03-22 17:36:45,L:
R:\20250319_Fu\2025.03.19-10.53.16-Rec-.cmtr,2025.03.19-10.53.16-Rec-.cmtr,4.66,5003209160,2025-03-22 09:12:48,R:
R:\20240912_NMDA\2024.09.12-12.07.33-Rec-.cmtr,2024.09.12-12.07.33-Rec-.cmtr,4.65,4990344584,2024-09-22 15:47:02,R:
L:\20230412_WT\2023.04.12-14.16.20-Rec-.cmtr,2023.04.12-14.16.20-Rec-.cmtr,4.64,4985235188,2023-04-21 17:53:50,L:
O:\20250521_Jason\2025.05.21-11.41.57-Rec-.cmtr,2025.05.21-11.41.57-Rec-.cmtr,4.64,4984845328,2025-05-21 18:42:35,O:
L:\202212\20221206\2022.12.06-11.31.45-Rec-.cmtr,2022.12.06-11.31.45-Rec-.cmtr,4.64,4983838260,2023-01-04 02:57:01,L:
Q:\20240325_Rd_AAV\2024.03.25-10.56.38-Rec-.cmtr,2024.03.25-10.56.38-Rec-.cmtr,4.63,4976054136,2024-03-25 21:57:04,Q:
L:\20230811_NIH_tripleKO\2023.08.11-13.50.32-Rec-.cmtr,2023.08.11-13.50.32-Rec-.cmtr,4.63,4972949288,2023-08-19 12:32:57,L:
L:\20230811_NIH_tripleKO\2023.08.11-13.42.06-Rec-.cmtr,2023.08.11-13.42.06-Rec-.cmtr,4.62,4964661800,2023-08-21 16:31:10,L:
Q:\20230531_REST_WT\2023.05.31-15.30.26-Rec-.cmtr,2023.05.31-15.30.26-Rec-.cmtr,4.62,4963088316,2023-06-02 02:48:53,Q:
L:\20230905_Rd\2023.09.06-13.04.40-Rec-.cmtr,2023.09.06-13.04.40-Rec-.cmtr,4.62,4958634008,2023-09-07 23:02:30,L:
O:\20250407_Rd\set8\2025.04.07-13.18.13-Rec-.cmtr,2025.04.07-13.18.13-Rec-.cmtr,4.61,4947873988,2025-04-10 16:53:56,O:
L:\20230412_WT\2023.04.12-16.01.03-Rec-.cmtr,2023.04.12-16.01.03-Rec-.cmtr,4.6,4941705896,2023-05-12 00:42:07,L:
R:\20240814_ipRGC\2024.08.14-11.00.01-Rec-.cmtr,2024.08.14-11.00.01-Rec-.cmtr,4.58,4917465716,2024-08-14 20:25:36,R:
P:\JHU2022\JHU12212022\2022.12.21-13.57.24-Rec-.cmtr,2022.12.21-13.57.24-Rec-.cmtr,4.58,4915858860,2025-06-06 15:50:50,P:
P:\20251111_gaba\before_gaba\2025.11.11-09.48.23-Rec-.cmtr,2025.11.11-09.48.23-Rec-.cmtr,4.54,4875051912,2025-11-12 21:40:03,P:
L:\20230810_Rtdt\2023.08.10-14.37.42-Rec-.cmtr,2023.08.10-14.37.42-Rec-.cmtr,4.53,4865447728,2023-08-23 15:09:48,L:
M:\20240126_protocol_test\2024.01.26-10.58.14-Rec-.cmtr,2024.01.26-10.58.14-Rec-.cmtr,4.53,4861954004,2024-01-29 18:23:02,M:
R:\20250115_Rd\2025.01.15-15.14.24-Rec-.cmtr,2025.01.15-15.14.24-Rec-.cmtr,4.53,4859463616,2025-01-21 07:12:27,R:
L:\202301\20230119\2023.01.19-13.13.56-Rec-.cmtr,2023.01.19-13.13.56-Rec-.cmtr,4.52,4849794244,2023-01-27 18:47:41,L:
L:\202301\20230112\2023.01.12-14.13.18-Rec-.cmtr,2023.01.12-14.13.18-Rec-.cmtr,4.52,4849250748,2023-02-07 08:44:49,L:
P:\JHU2022\JHU12212022\2022.12.21-14.07.26-Rec-.cmtr,2022.12.21-14.07.26-Rec-.cmtr,4.51,4839837788,2025-06-06 16:01:25,P:
R:\20250219\set6\2025.02.19-14.35.18-Rec-.cmtr,2025.02.19-14.35.18-Rec-.cmtr,4.49,4819383396,2025-05-06 18:32:33,R:
O:\20250326\set6\2025.03.26-11.00.16-Rec-.cmtr,2025.03.26-11.00.16-Rec-.cmtr,4.47,4804940760,2025-06-21 14:00:12,O:
L:\20230915_NMDA\2023.09.15-13.32.42-Rec-.cmtr,2023.09.15-13.32.42-Rec-.cmtr,4.47,4799530556,2023-09-18 13:34:25,L:
M:\20240226_protocol_test\2024.02.26-14.21.41-Rec-.cmtr,2024.02.26-14.21.41-Rec-.cmtr,4.46,4793122032,2024-02-27 11:48:21,M:
L:\20230412_WT\2023.04.12-15.55.37-Rec-.cmtr,2023.04.12-15.55.37-Rec-.cmtr,4.46,4792324108,2023-05-11 21:10:24,L:
Q:\20240328\2024.03.28-13.24.58-Rec-.cmtr,2024.03.28-13.24.58-Rec-.cmtr,4.44,4771059264,2024-03-30 10:26:40,Q:
Q:\20240521\2024.05.21-14.06.58-Rec-.cmtr,2024.05.21-14.06.58-Rec-.cmtr,4.43,4761822612,2024-05-24 17:05:02,Q:
L:\202212\20221206\2022.12.06-11.05.54-Rec-.cmtr,2022.12.06-11.05.54-Rec-.cmtr,4.43,4760943832,2023-01-03 17:15:39,L:
L:\20230412_WT\2023.04.12-14.10.53-Rec-.cmtr,2023.04.12-14.10.53-Rec-.cmtr,4.43,4759733728,2023-04-21 06:29:29,L:
L:\202212\20221207\2022.12.07-14.12.47-Rec-.cmtr,2022.12.07-14.12.47-Rec-.cmtr,4.42,4750270308,2023-01-14 06:23:18,L:
M:\20231101_Rd\2023.11.01-10.10.18-Rec-.cmtr,2023.11.01-10.10.18-Rec-.cmtr,4.42,4745918900,2023-11-07 12:29:39,M:
P:\JHU2022\JHU_data\2022.12.22-18.05.43-Rec-.cmtr,2022.12.22-18.05.43-Rec-.cmtr,4.41,4739567512,2023-03-31 17:06:44,P:
L:\202301\20230125\2023.01.25-11.00.42-Rec-.cmtr,2023.01.25-11.00.42-Rec-.cmtr,4.4,4727174548,2023-01-26 15:37:32,L:
M:\20231129_Rd\2023.11.29-14.30.24-Rec-.cmtr,2023.11.29-14.30.24-Rec-.cmtr,4.4,4724317504,2023-11-30 14:23:52,M:
O:\20250407_Rd\set8\2025.04.07-12.09.11-Rec-.cmtr,2025.04.07-12.09.11-Rec-.cmtr,4.4,4723964728,2025-04-11 00:32:52,O:
Q:\20230608_NIH_tripleKO\2023.06.08-11.43.08-Rec-.cmtr,2023.06.08-11.43.08-Rec-.cmtr,4.4,4719628144,2023-06-09 11:31:07,Q:
O:\20250327_Rd\2025.03.27-13.51.02-Rec-.cmtr,2025.03.27-13.51.02-Rec-.cmtr,4.39,4714808084,2025-03-31 23:39:46,O:
Q:\20230526_REST\2023.05.26-12.49.12-Rec-.cmtr,2023.05.26-12.49.12-Rec-.cmtr,4.37,4695318444,2023-05-30 16:02:57,Q:
M:\20231212_WT_AAV_opn4\2023.12.12-10.29.35-Rec-.cmtr,2023.12.12-10.29.35-Rec-.cmtr,4.37,4694935928,2023-12-13 07:04:32,M:
L:\202212\20221207\2022.12.07-12.49.14-Rec-.cmtr,2022.12.07-12.49.14-Rec-.cmtr,4.37,4694677540,2023-01-14 04:09:55,L:
L:\20230412_WT\2023.04.12-12.34.47-Rec-.cmtr,2023.04.12-12.34.47-Rec-.cmtr,4.35,4672973608,2023-04-19 08:15:18,L:
R:\20240904_set7\set7\2024.09.04-13.47.18-Rec-.cmtr,2024.09.04-13.47.18-Rec-.cmtr,4.35,4667144144,2024-09-07 17:43:20,R:
L:\20230905_Rd\2023.09.05-14.48.59-Rec-.cmtr,2023.09.05-14.48.59-Rec-.cmtr,4.32,4636371072,2023-09-09 05:28:50,L:
M:\20240226_protocol_test\2024.02.26-12.23.03-Rec-.cmtr,2024.02.26-12.23.03-Rec-.cmtr,4.32,4636265428,2024-02-26 22:28:59,M:
P:\JHU2022\JHU12212022\2022.12.21-14.14.12-Rec-.cmtr,2022.12.21-14.14.12-Rec-.cmtr,4.32,4634947532,2025-06-06 16:09:10,P:
L:\20230412_WT\2023.04.12-12.56.38-Rec-.cmtr,2023.04.12-12.56.38-Rec-.cmtr,4.32,4633923372,2023-04-18 09:53:36,L:
L:\20230821_NIH_tripleKO\2023.08.21-14.59.16-Rec-.cmtr,2023.08.21-14.59.16-Rec-.cmtr,4.31,4627584584,2023-08-24 03:49:10,L:
R:\20241001_Rd_steps\2024.10.01-12.27.48-Rec-.cmtr,2024.10.01-12.27.48-Rec-.cmtr,4.29,4611339176,2024-10-06 20:35:16,R:
L:\20230816_REST_WT\2023.08.16-13.34.33-Rec-.cmtr,2023.08.16-13.34.33-Rec-.cmtr,4.28,4598429520,2023-08-21 19:32:02,L:
L:\20230915_NMDA\2023.09.15-13.44.50-Rec-.cmtr,2023.09.15-13.44.50-Rec-.cmtr,4.28,4595053168,2023-09-18 20:00:02,L:
M:\20231030_WT_AAV_opn4\2023.10.30-09.57.43-Rec-.cmtr,2023.10.30-09.57.43-Rec-.cmtr,4.27,4586829620,2023-11-01 18:31:26,M:
P:\JHU2022\JHU12212022\2022.12.21-14.00.34-Rec-.cmtr,2022.12.21-14.00.34-Rec-.cmtr,4.26,4575175524,2025-06-06 15:45:58,P:
R:\20250108_Rd\2025.01.08-11.17.00-Rec-.cmtr,2025.01.08-11.17.00-Rec-.cmtr,4.25,4564611248,2025-01-08 21:38:56,R:
M:\20231031_Rd\2023.10.31-14.34.54-Rec-.cmtr,2023.10.31-14.34.54-Rec-.cmtr,4.25,4561043340,2023-11-04 11:31:34,M:
M:\20240208_protocol_test\2024.02.08-14.21.45-Rec-.cmtr,2024.02.08-14.21.45-Rec-.cmtr,4.24,4557067892,2024-02-12 03:56:00,M:
O:\20250423\2025.04.23-14.38.53-Rec-.cmtr,2025.04.23-14.38.53-Rec-.cmtr,4.24,4555137876,2025-07-25 14:40:33,O:
L:\20230412_WT\2023.04.12-12.45.46-Rec-.cmtr,2023.04.12-12.45.46-Rec-.cmtr,4.23,4543793176,2023-04-17 20:04:26,L:
M:\20240126_protocol_test\2024.01.26-13.56.17-Rec-.cmtr,2024.01.26-13.56.17-Rec-.cmtr,4.23,4541006568,2024-02-06 19:23:22,M:
L:\20230412_WT\2023.04.12-12.51.13-Rec-.cmtr,2023.04.12-12.51.13-Rec-.cmtr,4.17,4481591916,2023-04-18 03:01:21,L:
L:\20230905_Rd\2023.09.05-11.09.12-Rec-.cmtr,2023.09.05-11.09.12-Rec-.cmtr,4.17,4480928396,2023-09-06 02:26:48,L:
Q:\20230526_REST\2023.05.26-12.16.00-Rec-.cmtr,2023.05.26-12.16.00-Rec-.cmtr,4.17,4477377016,2023-05-28 01:27:00,Q:
L:\20230609_NIH_SingleKO\2023.06.09-14.22.10-Rec-.cmtr,2023.06.09-14.22.10-Rec-.cmtr,4.17,4473295296,2023-06-15 20:12:32,L:
M:\20240216_protocol_test\2024.02.16-11.12.28-Rec-.cmtr,2024.02.16-11.12.28-Rec-.cmtr,4.16,4468295116,2024-02-17 21:01:42,M:
Q:\20230526_REST\2023.05.26-14.44.40-Rec-.cmtr,2023.05.26-14.44.40-Rec-.cmtr,4.16,4466529932,2023-05-27 00:30:40,Q:
P:\20251002_HttrB_antagonist\2025.10.02-11.35.27-Rec-.cmtr,2025.10.02-11.35.27-Rec-.cmtr,4.16,4461682540,2025-10-31 11:58:27,P:
L:\20230609_NIH_SingleKO\2023.06.09-12.01.53-Rec-.cmtr,2023.06.09-12.01.53-Rec-.cmtr,4.15,4459061488,2023-06-28 12:23:31,L:
R:\20250217_JHU\2025.02.17-15.35.04-Rec-.cmtr,2025.02.17-15.35.04-Rec-.cmtr,4.14,4449076368,2025-03-09 21:08:48,R:
M:\JHU2025_data_backup_to_be_deleted\20250217_JHU\2025.02.17-15.35.04-Rec-.cmtr,2025.02.17-15.35.04-Rec-.cmtr,4.14,4449076368,2025-03-09 21:08:48,M:
L:\20230905_Rd\2023.09.05-14.45.16-Rec-.cmtr,2023.09.05-14.45.16-Rec-.cmtr,4.14,4444673288,2023-09-09 00:04:46,L:
M:\20240208_protocol_test\2024.02.08-13.49.15-Rec-.cmtr,2024.02.08-13.49.15-Rec-.cmtr,4.14,4444487124,2024-02-11 00:21:10,M:
L:\20230620_FAD\2023.06.20-13.54.58-Rec-.cmtr,2023.06.20-13.54.58-Rec-.cmtr,4.14,4441555696,2023-07-02 20:00:39,L:
M:\20240123_protocol_test\2024.01.23-13.48.48-Rec-.cmtr,2024.01.23-13.48.48-Rec-.cmtr,4.13,4439098584,2024-01-26 06:17:13,M:
M:\20231129_Rd\2023.11.29-14.25.58-Rec-.cmtr,2023.11.29-14.25.58-Rec-.cmtr,4.12,4424189284,2023-11-30 08:38:43,M:
L:\20230412_WT\2023.04.12-12.40.16-Rec-.cmtr,2023.04.12-12.40.16-Rec-.cmtr,4.1,4401569736,2023-04-19 15:47:47,L:
M:\20230502_Rd\2023.05.02-10.14.14-Rec-.cmtr,2023.05.02-10.14.14-Rec-.cmtr,4.1,4400549848,2023-05-02 18:23:16,M:
L:\202212\20221207\2022.12.07-14.37.27-Rec-.cmtr,2022.12.07-14.37.27-Rec-.cmtr,4.09,4395299588,2023-01-14 11:59:14,L:
O:\20250513_Jason\2025.05.13-11.30.24-Rec-.cmtr,2025.05.13-11.30.24-Rec-.cmtr,4.09,4392410684,2025-05-14 00:39:35,O:
Q:\20230505_NIH_singleKO\2023.05.05-14.42.09-Rec-.cmtr,2023.05.05-14.42.09-Rec-.cmtr,4.09,4390405600,2023-05-09 05:56:55,Q:
R:\20250129_Rd\set8_1\2025.01.29-10.19.47-Rec-.cmtr,2025.01.29-10.19.47-Rec-.cmtr,4.08,4380667376,2025-02-03 01:37:06,R:
M:\20240117_protocol_test\2024.01.17-11.38.59-Rec-.cmtr,2024.01.17-11.38.59-Rec-.cmtr,4.08,4378934060,2024-01-18 06:25:24,M:
Q:\20230531_REST_WT\2023.05.31-15.40.27-Rec-.cmtr,2023.05.31-15.40.27-Rec-.cmtr,4.06,4361966592,2023-06-02 11:14:45,Q:
M:\20231129_Rd\2023.11.29-10.29.52-Rec-.cmtr,2023.11.29-10.29.52-Rec-.cmtr,4.06,4356613024,2023-11-30 11:31:00,M:
P:\JHU2022\20221220_JHU_Blank_control\2022.12.20-19.43.50-Rec-.cmtr,2022.12.20-19.43.50-Rec-.cmtr,4.04,4341456032,2023-03-08 20:24:36,P:
Q:\20230523_NIH_singleKO\2023.05.23-12.30.06-Rec-.cmtr,2023.05.23-12.30.06-Rec-.cmtr,4.04,4339135804,2023-05-24 22:29:38,Q:
Q:\20240514_Rd\2024.05.14-09.49.28-Rec-.cmtr,2024.05.14-09.49.28-Rec-.cmtr,4.03,4328155784,2024-05-14 18:34:21,Q:
M:\20230427_Rd\2023.04.27-10.35.52-Rec-.cmtr,2023.04.27-10.35.52-Rec-.cmtr,4.03,4326535220,2023-07-28 00:19:00,M:
L:\20221018\2022.10.18-11.03.15-Rec-.cmtr,2022.10.18-11.03.15-Rec-.cmtr,4.02,4312933040,2023-03-25 12:12:28,L:
